acronym,name,major,college,prerequisite_text,enrollment_cnt,A_cnt,A_percentage,cardinality
POL S 106AM,Special Topics: African American Politics,Political Science - POL S,letters_and_science,"Upper-division, full POLS major standing.",110,41,0.37272727272727274,106
POL S 106GR,Special Topics in Political Science:Gender Rights and Politics,Political Science - POL S,letters_and_science,"Upper-division, full POLS major standing.",64,52,0.8125,106
POL S 110ET,Political Concepts: Environmental Political Theory,Political Science - POL S,letters_and_science,Political Science 1.,189,71,0.37566137566137564,110
POL S 141,Civil War,Political Science - POL S,letters_and_science,Political Science 7.,277,115,0.4151624548736462,141
POL S 143,Russian Domestic Politics,Political Science - POL S,letters_and_science,Political Science 6 and 15; not open to freshmen.,755,80,0.10596026490066225,143
PSY 120,CONSCIOUSNESS AND COGNITION,Psychology - PSY,letters_and_science,"PSY 108; open to Psychological & Brain Sciences, Biopsychology, Pharmacology, and Interdisciplinary Studies majors only.",91,45,0.4945054945054945,120
PSY 124,Educational Psychology,Psychology - PSY,letters_and_science,"Open to Psychological & Brain Sciences, Biopsychology, and Interdisciplinary Studies majors only.",2211,964,0.4360018091361375,124
PSY 146,Human Mating Psychology,Psychology - PSY,letters_and_science,"Open to Psychological & Brain Sciences, Biopsychology, and Interdisciplinary Studies majors only.",2407,719,0.2987120897382634,146
PSY 163BG,The Active Brain,Psychology - PSY,letters_and_science,"PSY 106 or 111; Open to Psychological & Brain Sciences, Biopsychology, and Interdisciplinary Studies majors only.",96,84,0.875,163
RG ST 37,Introduction to Legal Humanities,Religious Studies - RG ST,letters_and_science,"",86,40,0.46511627906976744,37
RG ST 90VB,Elementary Vietnamese Language II,Religious Studies - RG ST,letters_and_science,none,7,6,0.8571428571428571,90
RG ST 111B,Mongolian Buddhism,Religious Studies - RG ST,letters_and_science,Upper-division only.,76,40,0.5263157894736842,111
RG ST 127A,Christian Thought and Cultures of the Ancient World,Religious Studies - RG ST,letters_and_science,Upper-division standing.,120,53,0.44166666666666665,127
RG ST 128,Religious Environmentalism in the Anthropocene: Asia & U.S.,Religious Studies - RG ST,letters_and_science,Upper division standing.,28,19,0.6785714285714286,128
RG ST 132A,Holy Delight: Eros and the Sacred in Jewish and Christian Interpretations of the Song of Songs,Religious Studies - RG ST,letters_and_science,Upper-division standing.,47,18,0.3829787234042553,132
RG ST 140E,Islam in America,Religious Studies - RG ST,letters_and_science,Upper-division standing.,267,188,0.704119850187266,140
RG ST 144,The Problem of Evil in Religious Traditions,Religious Studies - RG ST,letters_and_science,"",24,16,0.6666666666666666,144
RG ST 159B,Elementary Sanskrit,Religious Studies - RG ST,letters_and_science,Religious Studies 159A.,26,22,0.8461538461538461,159
RG ST 159H,Religious Literature in Sanskrit: Vedic Literature,Religious Studies - RG ST,letters_and_science,Religious Studies 159D-E-F.,11,9,0.8181818181818182,159
RG ST 187A,Politics of Veiling in Modern Egypt,Religious Studies - RG ST,letters_and_science,Upper-division standing.,51,32,0.6274509803921569,187
RG ST 190FC,First Contact,Religious Studies - RG ST,letters_and_science,"",90,82,0.9111111111111111,190
COMM 160WB,"Emotion, Work-life, and Wellbeing",Communication - COMM,letters_and_science,Not open to freshmen.,,,,160
RG ST 193B,Religion and Healing in Global Perspective,Religious Studies - RG ST,letters_and_science,Upper-division standing or instructor approval,284,132,0.4647887323943662,193
RUSS 101E,Advanced Russian,Russian - RUSS,letters_and_science,Russian 6 or equivalent.,15,12,0.8,101
SLAV 117J,Bulgakov,Slavic - SLAV,letters_and_science,Upper-division standing.,71,51,0.7183098591549296,117
SLAV 151C,Literature of Central Europe,Slavic - SLAV,letters_and_science,Upper-division standing.,53,32,0.6037735849056604,151
SLAV 164D,Russian Cosmism,Slavic - SLAV,letters_and_science,Upper division standing.,10,7,0.7,164
SOC 118B,Sociology of the Body,Sociology - SOC,letters_and_science,Upper-division standing.,477,315,0.660377358490566,118
SOC 130ME,Development and Social Change in the Middle East,Sociology - SOC,letters_and_science,Upper-division standing.,855,390,0.45614035087719296,130
SOC 130SD,The World in 2050: Systemic Alternatives,Sociology - SOC,letters_and_science,Upper-division standing.,421,364,0.8646080760095012,130
SOC 185RT,Radical Social Theory and Revolutionary Practice in the 20th Century,Sociology - SOC,letters_and_science,Upper-division standing.,331,213,0.6435045317220544,185
SPAN 104,Teaching Spanish for Heritage Speakers,Spanish - SPAN,letters_and_science,Spanish 100.,40,19,0.475,104
SPAN 107,Interdisciplinary Approaches to the History and Societies of Latin America and Iberia,Spanish - SPAN,letters_and_science,Upper-division standing.,6,6,1,107
SPAN 110B,Spanish Literature from the Beginning to the Present,Spanish - SPAN,letters_and_science,Spanish 102L OR Spanish 30 (may be taken concurrently).,489,234,0.4785276073619632,110
SPAN 131,Spanish Golden Age Poetry I,Spanish - SPAN,letters_and_science,Spanish 102L OR Span 30. (Prerequisite may be taken concurrently).,107,78,0.7289719626168224,131
SPAN 169,Literature and Cultural Identity in the Spanish Caribbean,Spanish - SPAN,letters_and_science,Spanish 102L OR Span 30. (Prerequisite may be taken concurrently.),313,154,0.49201277955271566,169
SPAN 174,The Hispanic Novel and Cinema,Spanish - SPAN,letters_and_science,Spanish 102L OR Spanish 30 (Prerequisite may be taken concurrently).,248,124,0.5,174
SPAN 177,Spanish-American Thought,Spanish - SPAN,letters_and_science,Spanish 16A or 16B or 25 or equivalent language proficiency.,484,184,0.38016528925619836,177
SPAN 183EB,Basque Studies through Literature and Culture in Translation (Spanish/English),Spanish - SPAN,letters_and_science,Spanish 102L or Spanish 30 (may be taken concurrently).,5,5,1,183
PSTAT 135,Big Data Analytics,Statistics & Applied Probability - PSTAT,letters_and_science,PSTAT 131 or PSTAT 231 or Computer Science 165B; and Computer Science 9 (preferred) or Computer Science 16. A minimum letter grade of C or better must be earned in each course.,209,163,0.7799043062200957,135
THTR 104A,Playwriting Workshop,Theater - THTR,letters_and_science,Consent of instructor.,176,155,0.8806818181818182,104
THTR 180D,Latin American Theater and Performance,Theater - THTR,letters_and_science,"",146,124,0.8493150684931506,180
THTR 185ST,Special Topics in Cross Cultural Studies Theater and Drama,Theater - THTR,letters_and_science,Upper-division standing.,19,16,0.8421052631578947,185
W&L CS 12,Introductory Fiction Workshop,Writing & Literature (Creative Studies) - W&L CS,creative_studies,"",33,33,1,12
ANTH 9,Methods in the Human Behavioral Sciences,Anthropology - ANTH,letters_and_science,ANTH 5 or 7 OR instructor approval,516,274,0.5310077519379846,9
ANTH 103,Human-Wildlife Interactions,Anthropology - ANTH,letters_and_science,Anthropology 5.,216,94,0.4351851851851852,103
ANTH 115,"Language, Culture, and Place",Anthropology - ANTH,letters_and_science,ANTH 2,136,98,0.7205882352941176,115
ANTH 121T,"Genetics, Natural Selection, and Human Evolution",Anthropology - ANTH,letters_and_science,Upper-division standing.,164,48,0.2926829268292683,121
ANTH 134,Cultural Anthropology of Latin America,Anthropology - ANTH,letters_and_science,"",347,157,0.45244956772334294,134
ANTH 137,The Ancient Maya,Anthropology - ANTH,letters_and_science,"",424,212,0.5,137
ANTH 152,Environmental Anthropology,Anthropology - ANTH,letters_and_science,Environmental Studies 1 or 3 or Anthropology 2.,254,156,0.6141732283464567,152
ANTH 156,The Anthropology of Africa,Anthropology - ANTH,letters_and_science,Upper-division standing.,133,66,0.49624060150375937,156
ANTH 169,Evolution of Cooperation,Anthropology - ANTH,letters_and_science,Anthropology 5 or 7.,256,150,0.5859375,169
ANTH 174,Amazonia,Anthropology - ANTH,letters_and_science,Anthropology 2.,28,15,0.5357142857142857,174
ANTH 197AC,Special Courses,Anthropology - ANTH,letters_and_science,Upper-division standing.,94,64,0.6808510638297872,197
ART 105TD,Intermediate Spatial Practices: Physical & Virtual,Art - ART,letters_and_science,Art 12; 1A or 7C or Upper Division or Instructor Approval,78,66,0.8461538461538461,105
ART 112,Artists' Books,Art - ART,letters_and_science,Art 14; 1A or 7B or Instructor Approval,93,64,0.6881720430107527,112
ARTHI 6DS,Survey: History of Art in China,Art History - ARTHI,letters_and_science,"",1177,576,0.4893797790994053,6
ARTHI 111B,Dutch Art in the Age of Rembrandt,Art History - ARTHI,letters_and_science,At least one Art History course. Not open to freshman.,425,210,0.49411764705882355,111
ARTHI 119B,Contemporary Art,Art History - ARTHI,letters_and_science,Not open to freshmen.,314,174,0.554140127388535,119
ARTHI 130D,Art and Archaeology of the Ancient Andes,Art History - ARTHI,letters_and_science,Not open to freshmen.,299,153,0.5117056856187291,130
ARTHI 130F,Art and Archaeology of Mesoamerica,Art History - ARTHI,letters_and_science,Not open to freshmen.,54,51,0.9444444444444444,130
ARTHI 134E,The Art of the Chinese Landscape,Art History - ARTHI,letters_and_science,Not open to freshmen.,316,136,0.43037974683544306,134
ARTHI 141A,Museum Practices and Techniques,Art History - ARTHI,letters_and_science,"",266,225,0.8458646616541353,141
ARTHI 141D,Birth of the Modern Museum,Art History - ARTHI,letters_and_science,"",183,73,0.3989071038251366,141
INT 191I,Academic Affairs Internship,Interdisciplinary - INT,letters_and_science,Upper-division standing; consent of instructor.,,,,191
ITAL 139YX,Biopolitics and Medical Humanities,Italian - ITAL,letters_and_science,Upper division standing.,,,,139
LING W 3B,EMS: Academic English,Linguistics - LING,letters_and_science,Open to students who have a Ling 3B placement or a prerequisite of Ling 3A with a pass grade.,,,,3
ME 125TB,Special Topics in Mechanical Engineering: Waves and Flow,Mechanical Engineering - ME,engineering,Consent of instructor.,,,,125
MCDB 194SK,Biostatistics,"Molecular, Cellular & Develop. Biology - MCDB",letters_and_science,Upper-division standing and consent of instructor.,,,,194
MUS 32D,Secondary Piano,Music - MUS,letters_and_science,Placement by audition.,,,,32
MUS CS 105AS,ART SONG,Music - MUS,creative_studies,"",,,,105
MUS CS 105CG,THE CLASSICAL GUITAR IN CONTEMPORARY COMPOSITION,Music - MUS,creative_studies,"",,,,105
POL S 106ET,Comparative Political Economy of the Energy Transition,Political Science - POL S,letters_and_science,"Upper-division, full POLS major standing.",,,,106
PSY 160RW,Media Psychology,Psychology - PSY,letters_and_science,"Open to Psychological & Brain Sciences, Biopsychology, and Interdisciplinary Studies majors only.",,,,160
PSY 163IT,Neurocircuitry of Psychiatric Disorders,Psychology - PSY,letters_and_science,"PSY 106 or 111; Open to Psychological & Brain Sciences, Biopsychology, and Interdisciplinary Studies majors only.",,,,163
ARTHI 186A,Seminar in Research Methods,Art History - ARTHI,letters_and_science,Upper-division standing.,17,15,0.8823529411764706,186
ARTHI 186C,Seminar in Medieval Art,Art History - ARTHI,letters_and_science,Upper-division standing.,12,9,0.75,186
AS AM 101C,Teaching 4 Social Justice,Asian American Studies - AS AM,letters_and_science,"At least one course in one of these departments: Asian American Studies, Black Studies, Chicana/o Studies, Feminist Studies",35,31,0.8857142857142857,101
AS AM 136,Asian American Families,Asian American Studies - AS AM,letters_and_science,Sophomore standing or higher.,585,320,0.5470085470085471,136
AS AM 171AA,Special Topics in Asian American Studies - Social Science and History,Asian American Studies - AS AM,letters_and_science,"",37,23,0.6216216216216216,171
AS AM 171BB,Human Centered Design for Equity,Asian American Studies - AS AM,letters_and_science,"",18,14,0.7777777777777778,171
BIOE 101,Responsible Conduct of Research,Biological Engineering - BIOE,engineering,"",27,27,1,101
RG ST 123F,Filpinx/Filipinx American Religions,Religious Studies - RG ST,letters_and_science,Upper Division standing or instructor approval.,,,,123
RG ST 162R,MANY RAMAYANAS: ANCIENT AND MODERN,Religious Studies - RG ST,letters_and_science,Upper-division standing or instructor approval.,,,,162
PSTATW 174,Time Series,Statistics & Applied Probability - PSTAT,letters_and_science,PSTAT 10 and PSTAT 120B both with a minimum grade of C or better.,,,,174
ARTHI 142C,Paris and Rome in the Nineteenth Century,Art History - ARTHI,letters_and_science,Not open to freshmen.,,,,142
AS AM 194B,Ethnic Studies Teacher Education Seminar,Asian American Studies - AS AM,letters_and_science,"At least one course in one of these departments: Asian American Studies, Black Studies, Chicana/o Studies, Feminist Studies.",,,,194
BL ST 109,Empire:the Geopolitics of Race,Black Studies - BL ST,letters_and_science,Upper-division standing.,,,,109
CHEM 3B,General Chemistry (Majors),Chemistry and Biochemistry - CHEM,letters_and_science,"CHEM 1A, CHEM 2A, or CHEM 3A with a minimum grade of C.",,,,3
CHEM 130B,ORGANIC CHEMISTRY FOR MAJORS,Chemistry and Biochemistry - CHEM,letters_and_science,"Chemistry 130A, 109A or 109AH with a minimum grade of C-.",,,,130
CH ST 191SD,Indigenous Latinx Migrations,Chicano Studies - CH ST,letters_and_science,"",,,,191
CH ST 191UI,UCSB-Universidad Ixil (Guatemala):Caminos Futuros,Chicano Studies - CH ST,letters_and_science,"",,,,191
CHIN 180CM,Chinese Media:Chinese Conversation on Film and TV,Chinese - CHIN,letters_and_science,Upper Division standing,,,,180
COMM 160OH,Perspectives on Online Hate Speech,Communication - COMM,letters_and_science,Not open to freshmen.,,,,160
BL ST 38A,Introduction to African-American Literature (Part 1),Black Studies - BL ST,letters_and_science,"",218,94,0.43119266055045874,38
BL ST 128,The Black Experience in Southern California,Black Studies - BL ST,letters_and_science,Upper-division standing.,250,151,0.604,128
C LIT 181C,Southeastern European Literature,Comparative Literature - C LIT,letters_and_science,"",,,,181
CNCSP 132,Spanish in the Helping Professions:Research and Practice,"Counseling, Clinical, School Psychology - CNCSP",graduate_school,"",,,,132
ECON 93,Internship in Economics,Economics - ECON,letters_and_science,"",,,,93
HIST 101QA,Queer North America,History - HIST,letters_and_science,Upper division standing,,,,101
